 prec,T,Wliq,PsiS,soil_mbe,soil_ET,soil_Infiltration,soil_Drainage,soil_Runoff,soil_PondSto,canopy_SWE,canopy_swe_l,canopy_swe_i,canopy_CanopyEvap,canopy_SoilEvap,tr_spafhy,canopy_Interception,canopy_Throughfall,canopy_PotInfiltration,canopy_mbe,canopy_CanopyStorage,LE,tr_phydro,gs,soil_Kh,Melt,Freeze,beta_SoilEvap,canopy_Unloading
0.115741E-5,1.85501,0.400872,-0.312900E-2,0.799361E-14,0.344581E-2,0.621826E-3,5.24843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.344581E-2,0.00000,0.354484E-2,0.621826E-3,0.621826E-3,0.00000,0.354484E-2,2.38885,0.00000,NaN,0.133024E-5,0.00000,0.00000,0.871461,0.00000
0.115741E-5,1.88998,0.388896,-0.505817E-2,-0.355271E-14,0.305192E-2,0.162443E-2,4.78887,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.305192E-2,0.00000,0.254224E-2,0.162443E-2,0.162443E-2,0.00000,0.608708E-2,2.11570,0.00000,NaN,0.122127E-5,0.00000,0.00000,0.845426,0.00000
0.115741E-5,1.43500,0.377905,-0.782826E-2,0.124345E-13,0.211616E-2,0.234346E-2,4.39658,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.211616E-2,0.00000,0.182321E-2,0.234346E-2,0.234346E-2,0.00000,0.791028E-2,1.46764,0.00000,NaN,0.112709E-5,0.00000,0.00000,0.821533,0.00000
0.115741E-5,1.81500,0.367762,-0.117382E-1,-0.532907E-14,0.258418E-2,0.285913E-2,4.05753,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.258418E-2,0.00000,0.130754E-2,0.285913E-2,0.285913E-2,0.867362E-18,0.921783E-2,1.79158,0.00000,NaN,0.104485E-5,0.00000,0.00000,0.799483,0.00000
0.115741E-5,1.37500,0.360008,-0.160548E-1,0.888178E-15,0.183053E-2,0.322894E-2,3.10301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.183053E-2,0.00000,0.937724E-3,0.322894E-2,0.322894E-2,-0.867362E-18,0.101555E-1,1.26961,0.00000,NaN,0.984872E-6,0.00000,0.00000,0.782626,0.00000
0.115741E-5,1.24503,0.360009,-0.160544E-1,0.264155E-14,0.212243E-2,0.349416E-2,0.110651E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.212243E-2,0.00000,0.672503E-3,0.349416E-2,0.349416E-2,-0.867362E-18,0.108281E-1,1.47225,0.00000,NaN,0.984877E-6,0.00000,0.00000,0.782628,0.00000
0.115741E-5,1.67502,0.360009,-0.160541E-1,0.570334E-14,0.207390E-2,0.368437E-2,0.142026E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.207390E-2,0.00000,0.482296E-3,0.368437E-2,0.368437E-2,0.00000,0.113103E-1,1.43800,0.00000,NaN,0.984881E-6,0.00000,0.00000,0.782629,0.00000
0.115741E-5,1.44000,0.360010,-0.160538E-1,0.131006E-13,0.256385E-2,0.382078E-2,0.112052E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.256385E-2,0.00000,0.345887E-3,0.382078E-2,0.382078E-2,-0.867362E-18,0.116562E-1,1.77812,0.00000,NaN,0.984884E-6,0.00000,0.00000,0.782629,0.00000
0.115741E-5,2.48502,0.360008,-0.160551E-1,-0.475141E-14,0.471003E-2,0.391861E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.471003E-2,0.00000,0.248058E-3,0.391861E-2,0.391861E-2,0.00000,0.119043E-1,3.26333,0.00000,NaN,0.984869E-6,0.00000,0.00000,0.782625,0.00000
0.115741E-5,3.05002,0.360001,-0.160597E-1,-0.131110E-13,0.677733E-2,0.398877E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.677733E-2,0.00000,0.177899E-3,0.398877E-2,0.398877E-2,-0.867362E-18,0.120822E-1,4.69312,0.00000,NaN,0.984816E-6,0.00000,0.00000,0.782610,0.00000
0.115741E-5,3.44000,0.359991,-0.160662E-1,0.187246E-13,0.800977E-2,0.403908E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.800977E-2,0.00000,0.127583E-3,0.403908E-2,0.403908E-2,0.00000,0.122098E-1,5.54450,0.00000,NaN,0.984740E-6,0.00000,0.00000,0.782588,0.00000
0.115741E-5,3.64499,0.359981,-0.160727E-1,-0.196978E-14,0.805206E-2,0.407517E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.805206E-2,0.00000,0.914981E-4,0.407517E-2,0.407517E-2,0.867362E-18,0.123013E-1,5.57269,0.00000,NaN,0.984665E-6,0.00000,0.00000,0.782567,0.00000
0.115741E-5,3.67001,0.359978,-0.160742E-1,-0.117788E-14,0.502660E-2,0.410105E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.502660E-2,0.00000,0.656193E-4,0.410105E-2,0.410105E-2,0.00000,0.123669E-1,3.47874,0.00000,NaN,0.984648E-6,0.00000,0.00000,0.782562,0.00000
0.115741E-5,3.60001,0.359982,-0.160717E-1,0.170103E-13,0.259575E-2,0.411961E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.259575E-2,0.00000,0.470599E-4,0.411961E-2,0.411961E-2,0.867362E-18,0.124140E-1,1.79655,0.00000,NaN,0.984676E-6,0.00000,0.00000,0.782570,0.00000
0.115741E-5,3.36002,0.359983,-0.160711E-1,-0.375568E-15,0.376568E-2,0.413292E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.376568E-2,0.00000,0.337498E-4,0.413292E-2,0.413292E-2,0.00000,0.124477E-1,2.60686,0.00000,NaN,0.984683E-6,0.00000,0.00000,0.782572,0.00000
0.115741E-5,3.07999,0.359985,-0.160701E-1,-0.132516E-13,0.355278E-2,0.414246E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.355278E-2,0.00000,0.242042E-4,0.414246E-2,0.414246E-2,0.867362E-18,0.124719E-1,2.46013,0.00000,NaN,0.984695E-6,0.00000,0.00000,0.782575,0.00000
0.115741E-5,2.71500,0.359985,-0.160698E-1,-0.118490E-13,0.392892E-2,0.414931E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.392892E-2,0.00000,0.173584E-4,0.414931E-2,0.414931E-2,0.867362E-18,0.124893E-1,2.72154,0.00000,NaN,0.984699E-6,0.00000,0.00000,0.782576,0.00000
0.115741E-5,1.58499,0.359988,-0.160677E-1,-0.740684E-14,0.290234E-2,0.415422E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.290234E-2,0.00000,0.124489E-4,0.415422E-2,0.415422E-2,0.00000,0.125017E-1,2.01259,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-0.269989,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.529389E-3,0.00000,0.529389E-3,0.00000,0.00000,0.00000,0.363728E-2,0.529389E-3,0.00000,0.173472E-17,0.161390E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-1.32999,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.119068E-2,0.00000,0.119068E-2,0.00000,0.00000,0.00000,0.350537E-2,0.661294E-3,0.00000,0.00000,0.196444E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-1.81000,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.197910E-2,0.00000,0.197910E-2,0.00000,0.00000,0.00000,0.337825E-2,0.788415E-3,0.00000,0.00000,0.230226E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-1.21500,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.289002E-2,0.00000,0.289002E-2,0.00000,0.00000,0.00000,0.325574E-2,0.910927E-3,0.00000,0.00000,0.262784E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-1.79001,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.391902E-2,0.00000,0.391902E-2,0.00000,0.00000,0.00000,0.313767E-2,0.102900E-2,0.00000,0.346945E-17,0.294160E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.115741E-5,-2.01999,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.00000,0.00000,0.00000,0.302388E-2,0.114278E-2,0.00000,-0.693889E-17,0.324399E-1,0.00000,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-1.92499,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.619237E-3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.758942E-18,0.318207E-1,0.430834,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-1.55499,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.729942E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.455365E-17,0.310907E-1,0.507679,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-1.05499,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.315342E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.287314E-17,0.307754E-1,0.219218,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.654999,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.338379E-3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.406576E-17,0.304370E-1,0.235144,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.240021,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.625767E-3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.433681E-17,0.298112E-1,0.434682,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.119995,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.517959E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.552943E-17,0.292933E-1,0.359754,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.189972,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.380592E-3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.314419E-17,0.289127E-1,0.264362,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.165009,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.295526E-3,0.00000,0.00000,0.00000,0.00000,0.00000,-0.271051E-18,0.286172E-1,0.205270,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.110016,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.331715E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.222261E-17,0.282855E-1,0.230394,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,-0.105011,0.359988,-0.160677E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.506180E-2,0.00000,0.506180E-2,0.391505E-3,0.00000,0.00000,0.00000,0.00000,0.00000,0.216840E-18,0.278939E-1,0.271921,0.00000,NaN,0.984723E-6,0.00000,0.00000,0.782583,0.00000
0.00000,0.184998,0.360006,-0.160562E-1,0.684956E-14,0.00000,0.707666E-2,0.00000,0.00000,0.00000,0.119532E-1,0.569201E-3,0.113840E-1,0.577171E-3,0.00000,0.00000,0.00000,0.139681E-1,0.707666E-2,-0.346945E-17,0.133487E-1,0.400765,0.00000,NaN,0.984857E-6,0.506180E-2,0.00000,0.782622,0.139681E-1
0.00000,0.279999,0.360015,-0.160501E-1,-0.125767E-14,0.820522E-2,0.119532E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.770195E-3,0.820522E-2,0.00000,0.00000,0.00000,0.119532E-1,0.00000,0.125785E-1,6.23161,0.00000,NaN,0.984928E-6,0.113840E-1,0.00000,0.782642,0.00000
0.00000,0.380005,0.359995,-0.160636E-1,-0.706032E-15,0.830851E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.890336E-3,0.830851E-2,0.00000,0.00000,0.00000,0.00000,0.325261E-18,0.116882E-1,6.38613,0.00000,NaN,0.984770E-6,0.00000,0.00000,0.782597,0.00000
0.00000,-0.650024E-1,0.359973,-0.160778E-1,-0.127502E-14,0.869367E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.505803E-3,0.869367E-2,0.00000,0.00000,0.00000,0.00000,-0.758942E-18,0.111824E-1,6.38926,0.00000,NaN,0.984605E-6,0.00000,0.00000,0.782550,0.00000
0.00000,-0.639984,0.359952,-0.160916E-1,0.201922E-14,0.841333E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.508741E-3,0.841333E-2,0.00000,0.00000,0.00000,0.00000,-0.542101E-18,0.106736E-1,6.19998,0.00000,NaN,0.984446E-6,0.00000,0.00000,0.782504,0.00000
0.00000,-0.889984,0.359932,-0.161042E-1,-0.100267E-14,0.774289E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.473330E-3,0.774289E-2,0.00000,0.00000,0.00000,0.00000,0.758942E-18,0.102003E-1,5.71083,0.00000,NaN,0.984300E-6,0.00000,0.00000,0.782462,0.00000
0.00000,-0.989990,0.359913,-0.161169E-1,0.341394E-14,0.776420E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.467617E-3,0.776420E-2,0.00000,0.00000,0.00000,0.00000,-0.108420E-18,0.973267E-2,5.72221,0.00000,NaN,0.984152E-6,0.00000,0.00000,0.782420,0.00000
0.00000,-1.22000,0.359888,-0.161335E-1,-0.806993E-14,0.101271E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.568055E-3,0.101271E-1,0.00000,0.00000,0.00000,0.00000,-0.433681E-18,0.916462E-2,7.43621,0.00000,NaN,0.983961E-6,0.00000,0.00000,0.782365,0.00000
0.00000,-1.47000,0.359858,-0.161533E-1,0.133279E-13,0.120803E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.655845E-3,0.120803E-1,0.00000,0.00000,0.00000,0.00000,0.433681E-18,0.850877E-2,8.85735,0.00000,NaN,0.983732E-6,0.00000,0.00000,0.782299,0.00000
0.00000,-1.51999,0.359829,-0.161719E-1,0.517815E-14,0.113112E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.603257E-3,0.113112E-1,0.00000,0.00000,0.00000,0.00000,-0.650521E-18,0.790552E-2,8.28628,0.00000,NaN,0.983518E-6,0.00000,0.00000,0.782238,0.00000
0.00000,-1.55997,0.359799,-0.161919E-1,0.386843E-14,0.121262E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.622044E-3,0.121262E-1,0.00000,0.00000,0.00000,0.00000,0.325261E-18,0.728347E-2,8.86649,0.00000,NaN,0.983288E-6,0.00000,0.00000,0.782172,0.00000
0.00000,-1.64499,0.359765,-0.162143E-1,-0.824861E-14,0.136055E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.675894E-3,0.136055E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.660758E-2,9.93366,0.00000,NaN,0.983031E-6,0.00000,0.00000,0.782098,0.00000
0.00000,-1.50998,0.359734,-0.162349E-1,0.127398E-13,0.124979E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.601041E-3,0.124979E-1,0.00000,0.00000,0.00000,0.00000,-0.108420E-18,0.600654E-2,9.10996,0.00000,NaN,0.982795E-6,0.00000,0.00000,0.782030,0.00000
0.00000,-1.41501,0.359700,-0.162575E-1,0.102748E-13,0.136671E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.626278E-3,0.136671E-1,0.00000,0.00000,0.00000,0.00000,0.216840E-18,0.538026E-2,9.93983,0.00000,NaN,0.982536E-6,0.00000,0.00000,0.781955,0.00000
0.00000,-1.54001,0.359666,-0.162798E-1,-0.159074E-14,0.134986E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.630604E-3,0.134986E-1,0.00000,0.00000,0.00000,0.00000,0.108420E-18,0.474965E-2,9.82677,0.00000,NaN,0.982281E-6,0.00000,0.00000,0.781882,0.00000
0.00000,-1.68997,0.359633,-0.163018E-1,-0.155778E-14,0.132992E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.591543E-3,0.132992E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.415811E-2,9.66234,0.00000,NaN,0.982029E-6,0.00000,0.00000,0.781810,0.00000
0.00000,-1.78000,0.359600,-0.163237E-1,0.905179E-14,0.131956E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.555656E-3,0.131956E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.360245E-2,9.56613,0.00000,NaN,0.981780E-6,0.00000,0.00000,0.781738,0.00000
0.00000,-1.81998,0.359570,-0.163433E-1,-0.132810E-13,0.118032E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.472801E-3,0.118032E-1,0.00000,0.00000,0.00000,0.00000,-0.108420E-18,0.312965E-2,8.54016,0.00000,NaN,0.981557E-6,0.00000,0.00000,0.781674,0.00000
0.00000,-1.86002,0.359537,-0.163650E-1,-0.122680E-13,0.130445E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.483179E-3,0.130445E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.264647E-2,9.41129,0.00000,NaN,0.981310E-6,0.00000,0.00000,0.781603,0.00000
0.00000,-1.83499,0.359502,-0.163889E-1,-0.673073E-15,0.143622E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.485906E-3,0.143622E-1,0.00000,0.00000,0.00000,0.00000,0.162630E-18,0.216057E-2,10.3297,0.00000,NaN,0.981039E-6,0.00000,0.00000,0.781525,0.00000
0.00000,-1.73499,0.359469,-0.164105E-1,0.979945E-14,0.129171E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.405641E-3,0.129171E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.175493E-2,9.26764,0.00000,NaN,0.980795E-6,0.00000,0.00000,0.781455,0.00000
0.00000,-1.69498,0.359436,-0.164324E-1,0.905873E-14,0.131401E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.365803E-3,0.131401E-1,0.00000,0.00000,0.00000,0.00000,0.108420E-18,0.138912E-2,9.39467,0.00000,NaN,0.980547E-6,0.00000,0.00000,0.781383,0.00000
0.00000,-1.66998,0.359400,-0.164564E-1,-0.319189E-15,0.143733E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.307462E-3,0.143733E-1,0.00000,0.00000,0.00000,0.00000,-0.542101E-19,0.108166E-2,10.2117,0.00000,NaN,0.980275E-6,0.00000,0.00000,0.781305,0.00000
0.00000,-1.73001,0.359358,-0.164851E-1,0.371231E-15,0.170994E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.297088E-3,0.170994E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.784573E-3,12.1014,0.00000,NaN,0.979952E-6,0.00000,0.00000,0.781212,0.00000
0.00000,-1.59000,0.359301,-0.165234E-1,0.112445E-13,0.227980E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.276670E-3,0.227980E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.507904E-3,16.0491,0.00000,NaN,0.979522E-6,0.00000,0.00000,0.781088,0.00000
0.00000,-1.42999,0.359255,-0.165543E-1,0.527703E-14,0.183767E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.205517E-3,0.183767E-1,0.00000,0.00000,0.00000,0.00000,-0.271051E-19,0.302387E-3,12.9225,0.00000,NaN,0.979175E-6,0.00000,0.00000,0.780989,0.00000
0.00000,-1.74500,0.359220,-0.165774E-1,0.413905E-14,0.137480E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.135473E-3,0.137480E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.166915E-3,9.65777,0.00000,NaN,0.978916E-6,0.00000,0.00000,0.780914,0.00000
0.00000,-1.81000,0.359193,-0.165962E-1,0.481386E-14,0.110920E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.895685E-4,0.110920E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.773461E-4,7.77872,0.00000,NaN,0.978707E-6,0.00000,0.00000,0.780854,0.00000
0.00000,-1.74500,0.359171,-0.166110E-1,-0.105298E-14,0.877788E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.507462E-4,0.877788E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.265998E-4,6.14146,0.00000,NaN,0.978541E-6,0.00000,0.00000,0.780806,0.00000
0.00000,-1.59000,0.359148,-0.166265E-1,-0.692675E-14,0.918475E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.265998E-4,0.918475E-2,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100001E-15,6.40676,0.00000,NaN,0.978368E-6,0.00000,0.00000,0.780756,0.00000
0.00000,-1.48502,0.359115,-0.166485E-1,-0.137338E-13,0.129575E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.708067E-21,0.129575E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.01142,0.00000,NaN,0.978123E-6,0.00000,0.00000,0.780686,0.00000
0.00000,-1.41501,0.359075,-0.166758E-1,0.232453E-15,0.161133E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.161133E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,11.2054,0.00000,NaN,0.977820E-6,0.00000,0.00000,0.780598,0.00000
0.00000,-1.37997,0.359044,-0.166972E-1,0.291607E-14,0.126094E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.126094E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,8.76846,0.00000,NaN,0.977582E-6,0.00000,0.00000,0.780529,0.00000
0.00000,-1.33499,0.359017,-0.167154E-1,-0.112514E-13,0.106962E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.106962E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,7.43774,0.00000,NaN,0.977380E-6,0.00000,0.00000,0.780471,0.00000
0.00000,-1.26498,0.358989,-0.167345E-1,-0.110034E-13,0.112118E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.112118E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,7.79575,0.00000,NaN,0.977169E-6,0.00000,0.00000,0.780410,0.00000
0.00000,-1.25998,0.358960,-0.167539E-1,-0.403670E-14,0.114240E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.114240E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,7.94324,0.00000,NaN,0.976954E-6,0.00000,0.00000,0.780348,0.00000
0.00000,-1.34500,0.358928,-0.167761E-1,0.114110E-13,0.129767E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.129767E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.02358,0.00000,NaN,0.976709E-6,0.00000,0.00000,0.780278,0.00000
0.00000,-1.33499,0.358893,-0.167998E-1,0.384935E-14,0.138504E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.138504E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.63100,0.00000,NaN,0.976449E-6,0.00000,0.00000,0.780203,0.00000
0.00000,-1.39499,0.358852,-0.168277E-1,-0.228637E-14,0.163264E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.163264E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,11.3534,0.00000,NaN,0.976141E-6,0.00000,0.00000,0.780114,0.00000
0.00000,-1.43997,0.358814,-0.168541E-1,-0.440273E-14,0.153973E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.153973E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,10.7078,0.00000,NaN,0.975851E-6,0.00000,0.00000,0.780030,0.00000
0.00000,-1.45499,0.358778,-0.168785E-1,-0.797626E-14,0.142028E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.142028E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.87716,0.00000,NaN,0.975584E-6,0.00000,0.00000,0.779953,0.00000
0.00000,-1.38998,0.358743,-0.169026E-1,0.830239E-14,0.140247E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.140247E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.75271,0.00000,NaN,0.975320E-6,0.00000,0.00000,0.779877,0.00000
0.00000,-1.53000,0.358707,-0.169274E-1,-0.311556E-14,0.143829E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.143829E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,10.0031,0.00000,NaN,0.975049E-6,0.00000,0.00000,0.779799,0.00000
0.00000,-1.54001,0.358675,-0.169496E-1,-0.986711E-14,0.128500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.128500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,8.93713,0.00000,NaN,0.974808E-6,0.00000,0.00000,0.779729,0.00000
0.00000,-1.60501,0.358639,-0.169745E-1,0.541234E-14,0.144418E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.144418E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,10.0448,0.00000,NaN,0.974536E-6,0.00000,0.00000,0.779650,0.00000
0.00000,-1.64999,0.358605,-0.169984E-1,0.112046E-13,0.138166E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.138166E-1,0.00000,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,9.61036,0.00000,NaN,0.974276E-6,0.00000,0.00000,0.779575,0.00000
