 prec,T,Wliq,PsiS,soil_mbe,soil_ET,soil_Infiltration,soil_Drainage,soil_Runoff,soil_PondSto,canopy_SWE,canopy_swe_l,canopy_swe_i,canopy_CanopyEvap,canopy_SoilEvap,tr_spafhy,canopy_Interception,canopy_Throughfall,canopy_PotInfiltration,canopy_mbe,canopy_CanopyStorage,LE,tr_phydro,gs,soil_Kh,Melt,Freeze,beta_SoilEvap,canopy_Unloading
0.516204E-4,0.290009,0.352266,-0.220420E-1,-0.999201E-14,0.316791E-5,0.228311,0.00000,0.00000,0.00000,1.40877,0.670842E-1,1.34168,0.00000,0.00000,0.316791E-5,0.00000,0.914413,0.228311,-0.555112E-16,0.143436,0.219945E-2,0.879974E-9,0.545196E-4,0.927394E-6,0.302080E-1,0.00000,0.765795,0.728580
0.107639E-4,0.144989,0.352315,-0.219971E-1,0.227769E-13,0.175449E-5,0.197858E-1,0.00000,0.00000,0.00000,1.42740,0.679716E-1,1.35943,0.00000,0.00000,0.175449E-5,0.326914E-3,0.384231E-1,0.197858E-1,0.111022E-15,0.143763,0.121830E-2,0.487359E-9,0.326501E-4,0.927754E-6,0.151024E-1,0.00000,0.765903,0.00000
0.107639E-4,0.105011,0.352350,-0.219658E-1,0.249193E-13,0.175206E-5,0.138052E-1,0.00000,0.00000,0.00000,1.45210,0.691476E-1,1.38295,0.00000,0.00000,0.175206E-5,0.250170E-3,0.384998E-1,0.138052E-1,-0.277556E-16,0.144014,0.121665E-2,0.486683E-9,0.333882E-4,0.928005E-6,0.109382E-1,0.00000,0.765978,0.00000
0.107639E-4,-0.415009,0.352350,-0.219658E-1,-0.896025E-14,0.172050E-5,0.00000,0.00000,0.00000,0.00000,1.45689,0.604971E-1,1.39639,0.00000,0.00000,0.172050E-5,0.339614E-1,0.478862E-2,0.00000,0.00000,0.177975,0.119533E-2,0.477917E-9,0.291014E-4,0.928005E-6,0.00000,0.865044E-2,0.765978,0.00000
0.107639E-4,-1.75998,0.352349,-0.219661E-1,-0.280334E-15,0.120665E-3,0.00000,0.00000,0.00000,0.00000,1.46267,0.238121E-1,1.43886,0.00000,0.00000,0.120665E-3,0.329666E-1,0.578339E-2,0.00000,-0.222045E-15,0.210941,0.839397E-1,0.335182E-7,0.247096E-2,0.928003E-6,0.00000,0.366850E-1,0.765977,0.00000
0.107639E-4,-1.73001,0.352347,-0.219682E-1,0.900148E-14,0.944758E-3,0.00000,0.00000,0.00000,0.00000,1.46942,0.00000,1.46942,0.00000,0.00000,0.944758E-3,0.320010E-1,0.674901E-2,0.00000,0.222045E-15,0.242942,0.657193,0.262433E-6,0.213837E-1,0.927986E-6,0.00000,0.238121E-1,0.765972,0.00000
0.107639E-4,-0.225006,0.352341,-0.219738E-1,-0.300541E-14,0.246319E-2,0.00000,0.00000,0.00000,0.00000,1.47711,0.00000,1.47711,0.00000,0.00000,0.246319E-2,0.310636E-1,0.768635E-2,0.00000,-0.222045E-15,0.274006,1.71101,0.684221E-6,0.563928E-1,0.927941E-6,0.00000,0.00000,0.765959,0.00000
0.107639E-4,1.10501,0.352868,-0.215015E-1,-0.680012E-14,0.406645E-2,0.214927,0.00000,0.00000,0.00000,1.43011,0.681003E-1,1.36201,0.00000,0.00000,0.406645E-2,0.00000,0.167927,0.214927,0.832667E-16,0.144829,2.82112,0.112957E-5,0.126661,0.931781E-6,0.115101,0.00000,0.767105,0.129177
0.107639E-4,2.57999,0.353653,-0.208175E-1,-0.310862E-14,0.681455E-2,0.320924,0.00000,0.00000,0.00000,1.14793,0.546634E-1,1.09327,0.00000,0.00000,0.681455E-2,0.00000,0.387500E-1,0.320924,0.00000,0.144829,4.72100,0.189293E-5,0.116734,0.937522E-6,0.268738,0.00000,0.768812,0.00000
0.107639E-4,3.06503,0.354571,-0.200472E-1,-0.111022E-13,0.698386E-2,0.373974,0.00000,0.00000,0.00000,0.812707,0.387004E-1,0.774007,0.00000,0.00000,0.698386E-2,0.00000,0.387500E-1,0.373974,-0.555112E-16,0.144829,4.83607,0.193996E-5,0.105101,0.944260E-6,0.319261,0.00000,0.770806,0.00000
0.107639E-4,3.81003,0.355685,-0.191514E-1,-0.144329E-14,0.963133E-2,0.455455,0.00000,0.00000,0.00000,0.396003,0.188573E-1,0.377145,0.00000,0.00000,0.963133E-2,0.00000,0.387500E-1,0.455455,0.555112E-16,0.144829,6.66462,0.267537E-5,0.120798,0.952489E-6,0.396862,0.00000,0.773229,0.00000
0.107639E-4,3.13000,0.356623,-0.184301E-1,0.721645E-14,0.590194E-2,0.381080,0.00000,0.00000,0.00000,0.536725E-1,0.255583E-2,0.511166E-1,0.00000,0.00000,0.590194E-2,0.00000,0.387500E-1,0.381080,0.00000,0.144829,4.08663,0.163943E-5,0.831805E-1,0.959453E-6,0.326029,0.00000,0.775268,0.00000
0.107639E-4,3.47501,0.356717,-0.183594E-1,0.428824E-14,0.548239E-1,0.924225E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.488835E-1,0.594033E-2,0.00000,0.387500E-1,0.924225E-1,0.00000,0.144829,37.9488,0.165009E-5,0.774718E-1,0.960152E-6,0.511166E-1,0.00000,0.775473,0.00000
0.107639E-4,4.24002,0.356649,-0.184107E-1,0.153003E-14,0.659971E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.581198E-1,0.787733E-2,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,45.6496,0.218815E-5,0.887493E-1,0.959645E-6,0.00000,0.00000,0.775324,0.00000
0.107639E-4,4.46500,0.356590,-0.184553E-1,-0.182215E-13,0.624310E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.550998E-1,0.733120E-2,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,43.1737,0.203645E-5,0.740086E-1,0.959205E-6,0.00000,0.00000,0.775196,0.00000
0.107639E-4,4.01999,0.356594,-0.184521E-1,0.759809E-14,0.370816E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.337089E-1,0.337266E-2,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,25.6543,0.936849E-6,0.375474E-1,0.959236E-6,0.00000,0.00000,0.775205,0.00000
0.107639E-4,3.93500,0.356614,-0.184370E-1,0.568642E-14,0.307445E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.283007E-1,0.244384E-2,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,21.2719,0.678844E-6,0.286486E-1,0.959385E-6,0.00000,0.00000,0.775248,0.00000
0.107639E-4,3.66000,0.356647,-0.184123E-1,-0.530131E-14,0.256186E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.241718E-1,0.144679E-2,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,17.7299,0.401887E-6,0.170732E-1,0.959629E-6,0.00000,0.00000,0.775320,0.00000
0.107639E-4,3.33499,0.356692,-0.183782E-1,0.854525E-14,0.206002E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.203158E-1,0.284447E-3,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,14.2612,0.790132E-7,0.345469E-2,0.959967E-6,0.00000,0.00000,0.775418,0.00000
0.107639E-4,3.43002,0.356741,-0.183417E-1,-0.178364E-13,0.193268E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.193249E-1,0.195923E-5,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,13.3785,0.544232E-9,0.245651E-4,0.960328E-6,0.00000,0.00000,0.775524,0.00000
0.107639E-4,3.73001,0.356784,-0.183091E-1,-0.208861E-14,0.213468E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.213341E-1,0.126978E-4,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,14.7726,0.352716E-8,0.145437E-3,0.960652E-6,0.00000,0.00000,0.775618,0.00000
0.107639E-4,3.66000,0.356827,-0.182776E-1,0.878811E-14,0.219065E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.219029E-1,0.361238E-5,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,15.1609,0.100344E-8,0.380714E-4,0.960966E-6,0.00000,0.00000,0.775710,0.00000
0.107639E-4,3.61002,0.356872,-0.182437E-1,0.627276E-14,0.205805E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.205786E-1,0.197071E-5,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,14.2439,0.547420E-9,0.208197E-4,0.961305E-6,0.00000,0.00000,0.775809,0.00000
0.107639E-4,2.86002,0.356927,-0.182024E-1,-0.813238E-14,0.165689E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.165659E-1,0.298267E-5,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,11.4756,0.828521E-9,0.346402E-4,0.961718E-6,0.00000,0.00000,0.775929,0.00000
0.107639E-4,1.91501,0.356991,-0.181553E-1,-0.161329E-14,0.133843E-1,0.387500E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.133824E-1,0.186369E-5,0.00000,0.387500E-1,0.387500E-1,0.00000,0.144829,9.27826,0.517691E-9,0.240034E-4,0.962191E-6,0.00000,0.00000,0.776067,0.00000
0.960648E-5,1.51999,0.357050,-0.181118E-1,0.521805E-14,0.107867E-1,0.342900E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.107849E-1,0.185677E-5,0.293313E-3,0.342900E-1,0.342900E-1,-0.693889E-17,0.145122,7.48039,0.515770E-9,0.261237E-4,0.962629E-6,0.00000,0.00000,0.776195,0.00000
0.960648E-5,1.78500,0.357106,-0.180702E-1,-0.855913E-14,0.118462E-1,0.343518E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.118443E-1,0.187342E-5,0.231534E-3,0.343518E-1,0.343518E-1,0.693889E-17,0.145354,8.21307,0.520394E-9,0.267457E-4,0.963049E-6,0.00000,0.00000,0.776317,0.00000
0.960648E-5,1.59500,0.357165,-0.180263E-1,0.254657E-14,0.105796E-1,0.344006E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.105777E-1,0.186148E-5,0.182767E-3,0.344006E-1,0.344006E-1,0.693889E-17,0.145537,7.33624,0.517077E-9,0.297322E-4,0.963493E-6,0.00000,0.00000,0.776447,0.00000
0.960648E-5,1.88501,0.357221,-0.179858E-1,0.787564E-14,0.124218E-1,0.344391E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.122108E-1,0.211002E-3,0.144272E-3,0.344391E-1,0.344391E-1,0.693889E-17,0.145681,8.61128,0.586117E-7,0.349473E-2,0.963904E-6,0.00000,0.00000,0.776566,0.00000
0.960648E-5,2.30002,0.357266,-0.179523E-1,0.114422E-13,0.162333E-1,0.344694E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.152814E-1,0.951893E-3,0.113885E-3,0.344694E-1,0.344694E-1,0.138778E-16,0.145795,11.2492,0.264415E-6,0.162721E-1,0.964245E-6,0.00000,0.00000,0.776665,0.00000
0.960648E-5,3.01001,0.357288,-0.179364E-1,-0.970404E-14,0.258054E-1,0.344934E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.235144E-1,0.229100E-2,0.898979E-4,0.344934E-1,0.344934E-1,-0.693889E-17,0.145885,17.8702,0.636388E-6,0.444518E-1,0.964407E-6,0.00000,0.00000,0.776713,0.00000
0.960648E-5,3.72000,0.357281,-0.179411E-1,-0.861117E-14,0.370682E-1,0.345124E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.334136E-1,0.365464E-2,0.709632E-4,0.345124E-1,0.345124E-1,0.693889E-17,0.145956,25.6524,0.101518E-5,0.729967E-1,0.964359E-6,0.00000,0.00000,0.776699,0.00000
0.960648E-5,4.28000,0.357244,-0.179685E-1,0.596745E-14,0.494616E-1,0.345273E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.445017E-1,0.495991E-2,0.560166E-4,0.345273E-1,0.345273E-1,0.00000,0.146012,34.2108,0.137775E-5,0.863694E-1,0.964080E-6,0.00000,0.00000,0.776618,0.00000
0.960648E-5,4.50500,0.357208,-0.179952E-1,-0.441314E-14,0.490776E-1,0.345391E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.440105E-1,0.506707E-2,0.442181E-4,0.345391E-1,0.345391E-1,-0.138778E-16,0.146056,33.9379,0.140752E-5,0.811282E-1,0.963809E-6,0.00000,0.00000,0.776539,0.00000
0.960648E-5,5.14502,0.357114,-0.180640E-1,-0.153627E-13,0.719140E-1,0.345484E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.641912E-1,0.772285E-2,0.349047E-4,0.345484E-1,0.345484E-1,-0.693889E-17,0.146091,49.6994,0.214524E-5,0.904897E-1,0.963112E-6,0.00000,0.00000,0.776335,0.00000
0.960648E-5,5.61002,0.357002,-0.181470E-1,-0.323352E-14,0.794600E-1,0.345558E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.703398E-1,0.912021E-2,0.275529E-4,0.345558E-1,0.345558E-1,0.00000,0.146118,54.8901,0.253339E-5,0.924693E-1,0.962274E-6,0.00000,0.00000,0.776091,0.00000
0.960648E-5,5.44501,0.356919,-0.182087E-1,-0.102765E-13,0.677947E-1,0.345616E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.601590E-1,0.763565E-2,0.217496E-4,0.345616E-1,0.345616E-1,-0.693889E-17,0.146140,46.8391,0.212101E-5,0.826661E-1,0.961655E-6,0.00000,0.00000,0.775911,0.00000
0.960648E-5,5.43002,0.356855,-0.182562E-1,-0.693196E-14,0.600196E-1,0.345662E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.541579E-1,0.586169E-2,0.171686E-4,0.345662E-1,0.345662E-1,0.00000,0.146157,41.4680,0.162825E-5,0.667550E-1,0.961180E-6,0.00000,0.00000,0.775772,0.00000
0.960648E-5,3.88000,0.356853,-0.182580E-1,-0.613398E-14,0.355452E-1,0.345698E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.324696E-1,0.307554E-2,0.135525E-4,0.345698E-1,0.345698E-1,0.00000,0.146171,24.5947,0.854316E-6,0.595980E-1,0.961162E-6,0.00000,0.00000,0.775767,0.00000
0.960648E-5,2.65500,0.356887,-0.182329E-1,-0.238351E-14,0.211155E-1,0.345726E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.194537E-1,0.166185E-2,0.106980E-4,0.345726E-1,0.345726E-1,-0.693889E-17,0.146182,14.6275,0.461626E-6,0.441590E-1,0.961413E-6,0.00000,0.00000,0.775840,0.00000
0.960648E-5,1.55502,0.356924,-0.182047E-1,0.742462E-15,0.194520E-1,0.345749E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.179669E-1,0.148513E-2,0.844473E-5,0.345749E-1,0.345749E-1,-0.138778E-16,0.146190,13.4891,0.412537E-6,0.388319E-1,0.961695E-6,0.00000,0.00000,0.775923,0.00000
0.960648E-5,1.92001,0.356973,-0.181685E-1,-0.180272E-13,0.150709E-1,0.345767E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.139653E-1,0.110563E-2,0.666606E-5,0.345767E-1,0.345767E-1,0.693889E-17,0.146197,10.4474,0.307119E-6,0.390493E-1,0.962058E-6,0.00000,0.00000,0.776029,0.00000
0.960648E-5,1.24503,0.357047,-0.181139E-1,0.382333E-14,0.514653E-2,0.345781E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.484461E-2,0.301924E-3,0.526203E-5,0.345781E-1,0.345781E-1,0.00000,0.146202,3.56996,0.838678E-7,0.695408E-2,0.962607E-6,0.00000,0.00000,0.776188,0.00000
0.960648E-5,-1.07498,0.357047,-0.181140E-1,-0.135827E-13,0.169695E-5,0.00000,0.00000,0.00000,0.00000,0.424249E-2,0.00000,0.424249E-2,0.00000,0.00000,0.169695E-5,0.303408E-1,0.424249E-2,0.00000,0.00000,0.176543,0.117970E-2,0.471374E-9,0.366940E-4,0.962607E-6,0.00000,0.00000,0.776188,0.00000
0.960648E-5,-1.91000,0.357047,-0.181140E-1,0.119552E-14,0.164676E-5,0.00000,0.00000,0.00000,0.00000,0.927192E-2,0.00000,0.927192E-2,0.00000,0.00000,0.164676E-5,0.295539E-1,0.502944E-2,0.00000,0.00000,0.206097,0.114571E-2,0.457433E-9,0.371319E-4,0.962607E-6,0.00000,0.00000,0.776188,0.00000
0.960648E-5,-1.35501,0.357047,-0.181140E-1,0.555752E-14,0.353166E-5,0.00000,0.00000,0.00000,0.00000,0.150679E-1,0.00000,0.150679E-1,0.00000,0.00000,0.353166E-5,0.287874E-1,0.579597E-2,0.00000,0.00000,0.234884,0.245582E-2,0.981016E-9,0.902742E-4,0.962607E-6,0.00000,0.00000,0.776188,0.00000
0.960648E-5,0.00000,0.357047,-0.181140E-1,-0.123066E-13,0.176245E-5,0.00000,0.00000,0.00000,0.00000,0.138314,0.00000,0.138314,0.00000,0.00000,0.176245E-5,0.00000,0.123246,0.00000,0.277556E-16,0.146222,0.122399E-2,0.489570E-9,0.319222E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.960648E-5,-0.345001,0.357047,-0.181140E-1,-0.792337E-14,0.174132E-5,0.00000,0.00000,0.00000,0.00000,0.231219,0.00000,0.231219,0.00000,0.00000,0.174132E-5,0.303403E-1,0.929054E-1,0.00000,0.886624E-1,0.176562,0.120971E-2,0.483700E-9,0.262419E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.960648E-5,-1.06500,0.357047,-0.181140E-1,0.129607E-13,0.169755E-5,0.00000,0.00000,0.00000,0.00000,0.324911,0.00000,0.324911,0.00000,0.00000,0.169755E-5,0.295534E-1,0.936923E-1,0.00000,0.886624E-1,0.206115,0.118011E-2,0.471541E-9,0.283398E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.00000,-2.38498,0.357047,-0.181140E-1,-0.549710E-14,0.163390E-5,0.00000,0.00000,0.00000,0.00000,0.413574,0.00000,0.413574,0.316135E-2,0.00000,0.163390E-5,0.00000,0.886624E-1,0.00000,0.886624E-1,0.202954,2.20160,0.453861E-9,0.308548E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.00000,-4.09500,0.357047,-0.181140E-1,-0.111528E-14,0.153283E-5,0.00000,0.00000,0.00000,0.00000,0.502236,0.00000,0.502236,0.198512E-2,0.00000,0.153283E-5,0.00000,0.886624E-1,0.00000,0.886624E-1,0.200969,1.38505,0.425786E-9,0.337088E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.00000,-4.60501,0.357047,-0.181140E-1,0.891240E-14,0.150321E-5,0.00000,0.00000,0.00000,0.00000,0.590898,0.00000,0.590898,0.236342E-2,0.00000,0.150321E-5,0.00000,0.886624E-1,0.00000,0.886624E-1,0.198605,1.64957,0.417557E-9,0.327397E-4,0.962607E-6,0.00000,0.00000,0.776188,0.886624E-1
0.00000,-4.79999,0.357046,-0.181143E-1,0.382661E-14,0.149693E-3,0.00000,0.00000,0.00000,0.00000,0.679561,0.00000,0.679561,0.256688E-2,0.00000,0.149693E-3,0.00000,0.886624E-1,0.00000,0.886624E-1,0.196039,1.89519,0.415814E-7,0.324448E-2,0.962604E-6,0.00000,0.00000,0.776188,0.886624E-1
0.00000,-3.19998,0.357044,-0.181160E-1,0.844886E-14,0.953883E-3,0.00000,0.00000,0.00000,0.00000,0.768223,0.00000,0.768223,0.390324E-2,0.00000,0.953883E-3,0.00000,0.886624E-1,0.00000,0.886624E-1,0.192135,3.38342,0.264968E-6,0.274560E-1,0.962586E-6,0.00000,0.00000,0.776182,0.886624E-1
0.00000,1.10501,0.357355,-0.178876E-1,-0.199979E-13,0.272707E-2,0.126966,0.00000,0.00000,0.00000,0.685779,0.326561E-1,0.653123,0.156298E-1,0.00000,0.272707E-2,0.00000,0.445211E-1,0.126966,0.555112E-16,0.131984,12.7351,0.757520E-6,0.948776E-1,0.964905E-6,0.115101,0.00000,0.776858,0.445211E-1
0.00000,2.63004,0.358060,-0.173799E-1,0.154876E-13,0.539357E-2,0.287648,0.00000,0.00000,0.00000,0.398130,0.189586E-1,0.379172,0.310621E-1,0.00000,0.539357E-2,0.00000,0.00000,0.287648,0.00000,0.100922,25.2547,0.149821E-5,0.985425E-1,0.970187E-6,0.273951,0.00000,0.778392,0.00000
0.00000,3.72501,0.358818,-0.168515E-1,0.188738E-13,0.951362E-1,0.398130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.434331E-1,0.871862E-1,0.794998E-2,0.00000,0.00000,0.398130,0.00000,0.574893E-1,95.8940,0.220833E-5,0.103913,0.975880E-6,0.379172,0.00000,0.780038,0.00000
0.00000,4.65500,0.358539,-0.170437E-1,-0.374700E-14,0.111328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.566321E-1,0.100726,0.106013E-1,0.00000,0.00000,0.00000,0.00000,0.857160E-3,116.130,0.294480E-5,0.995031E-1,0.973785E-6,0.00000,0.00000,0.779433,0.00000
0.00000,5.13498,0.358226,-0.172626E-1,-0.971445E-14,0.125264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.857160E-3,0.112295,0.129697E-1,0.00000,0.00000,0.00000,0.00000,-0.999634E-16,87.1627,0.360269E-5,0.972244E-1,0.971433E-6,0.00000,0.00000,0.778752,0.00000
0.00000,5.31003,0.357910,-0.174869E-1,-0.693889E-14,0.126613,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.365614E-19,0.113186,0.134266E-1,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,87.4878,0.372961E-5,0.967122E-1,0.969059E-6,0.00000,0.00000,0.778064,0.00000
0.00000,5.18002,0.357611,-0.177011E-1,0.199840E-14,0.119350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.106701,0.126495E-1,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,82.4797,0.351375E-5,0.902787E-1,0.966825E-6,0.00000,0.00000,0.777416,0.00000
0.00000,5.12503,0.357343,-0.178960E-1,-0.874301E-15,0.107300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.963190E-1,0.109806E-1,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,74.1556,0.305018E-5,0.849942E-1,0.964819E-6,0.00000,0.00000,0.776833,0.00000
0.00000,4.93002,0.357101,-0.180737E-1,0.100336E-13,0.967413E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.868291E-1,0.991220E-2,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,66.8711,0.275339E-5,0.825449E-1,0.963013E-6,0.00000,0.00000,0.776307,0.00000
0.00000,4.59500,0.356902,-0.182215E-1,-0.201228E-13,0.796930E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.718960E-1,0.779699E-2,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,55.1042,0.216583E-5,0.672039E-1,0.961527E-6,0.00000,0.00000,0.775874,0.00000
0.00000,3.66501,0.356768,-0.183218E-1,0.954098E-14,0.537356E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.487655E-1,0.497008E-2,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,37.1888,0.138058E-5,0.467977E-1,0.960526E-6,0.00000,0.00000,0.775582,0.00000
0.00000,2.49503,0.356697,-0.183746E-1,-0.228775E-13,0.281562E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.261101E-1,0.204602E-2,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,19.5077,0.568339E-6,0.192449E-1,0.960002E-6,0.00000,0.00000,0.775429,0.00000
0.00000,0.245026,0.356668,-0.183964E-1,-0.175988E-13,0.116245E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.112464E-1,0.378117E-3,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,8.07116,0.105033E-6,0.419201E-2,0.959786E-6,0.00000,0.00000,0.775365,0.00000
0.00000,-2.53500,0.356656,-0.184052E-1,0.994430E-14,0.465906E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.465743E-2,0.162493E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,3.24341,0.451369E-9,0.261111E-4,0.959699E-6,0.00000,0.00000,0.775340,0.00000
0.00000,-2.75000,0.356647,-0.184120E-1,-0.124757E-13,0.360680E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.360519E-2,0.161210E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,2.51139,0.447806E-9,0.279835E-4,0.959632E-6,0.00000,0.00000,0.775321,0.00000
0.00000,-1.73999,0.356636,-0.184210E-1,-0.687818E-15,0.476415E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.476247E-2,0.167271E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,3.31407,0.464641E-9,0.295104E-4,0.959543E-6,0.00000,0.00000,0.775295,0.00000
0.00000,-0.535004,0.356615,-0.184364E-1,0.269056E-14,0.817384E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.817210E-2,0.174620E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,5.67946,0.485055E-9,0.297126E-4,0.959391E-6,0.00000,0.00000,0.775250,0.00000
0.00000,0.654999,0.356583,-0.184605E-1,0.101637E-13,0.127757E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.127739E-1,0.182002E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,8.86700,0.505562E-9,0.266432E-4,0.959154E-6,0.00000,0.00000,0.775181,0.00000
0.00000,1.53500,0.356546,-0.184884E-1,-0.113937E-13,0.148034E-1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.148015E-1,0.187541E-5,0.00000,0.00000,0.00000,0.00000,-0.100000E-15,10.2657,0.520946E-9,0.254336E-4,0.958878E-6,0.00000,0.00000,0.775100,0.00000
0.716435E-4,2.05002,0.356844,-0.182646E-1,-0.591194E-14,0.161450E-1,0.135303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.161431E-1,0.192613E-5,0.122614,0.135303,0.135303,-0.138778E-16,0.122614,11.1906,0.535036E-9,0.256041E-4,0.961096E-6,0.00000,0.00000,0.775748,0.00000
0.716435E-4,2.13000,0.357399,-0.178551E-1,0.215106E-13,0.142099E-1,0.236199,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.141951E-1,0.148272E-4,0.217179E-1,0.236199,0.236199,0.00000,0.144332,9.84860,0.411866E-8,0.219962E-3,0.965238E-6,0.00000,0.00000,0.776954,0.00000
